domain,key,context,locale,source_text,expected_text,human_reviewed,allow_source_match,text
import_export,result.imported,,fr-FR,Imported,Importé,0,0,Importé
import_export,result.inserted,,fr-FR,Inserted,Inséré,0,0,Inséré
import_export,result.mode,,fr-FR,Mode,Mode,0,1,Mode
import_export,result.processed,,fr-FR,Processed,Traité,0,0,Traité
import_export,result.skipped,,fr-FR,Skipped,Ignoré,0,0,Ignoré
import_export,result.success_summary,,fr-FR,"Import completed successfully for {dataset}.","Importation réussie pour {dataset}.",0,0,"Importation réussie pour {dataset}."
import_export,result.updated,,fr-FR,Updated,"Mis à jour",0,0,"Mis à jour"
import_export,workbench.description,,fr-FR,"Export data to CSV or import CSV files into registered datasets.","Exporter des données vers CSV ou importer des fichiers CSV dans des ensembles de données enregistrés.",0,0,"Exporter des données vers CSV ou importer des fichiers CSV dans des ensembles de données enregistrés."
import_export,workbench.no_datasets,,fr-FR,"No import/export datasets are available.","Aucun ensemble de données d'importation/exportation n'est disponible.",0,0,"Aucun ensemble de données d'importation/exportation n'est disponible."
import_export,workbench.title,,fr-FR,"Import / Export","Importation / Exportation",0,0,"Importation / Exportation"
import_export,error.upload_backup_required,,fr-FR,"Confirm the uploaded files backup before exporting the site snapshot.","Confirmez la sauvegarde des fichiers téléversés avant d’exporter l’instantané du site.",0,0,"Confirmez la sauvegarde des fichiers téléversés avant d’exporter l’instantané du site."
import_export,dataset.site_snapshot.name,,fr-FR,"Site snapshot","Instantané du site",0,0,"Instantané du site"
import_export,dataset.site_snapshot.description,,fr-FR,"Export or restore database-backed site content and identity data as a JSON disaster-recovery snapshot.","Exportez ou restaurez le contenu du site et les données d’identité en base sous forme d’instantané JSON de reprise après sinistre.",0,0,"Exportez ou restaurez le contenu du site et les données d’identité en base sous forme d’instantané JSON de reprise après sinistre."
import_export,field.uploads_backed_up.label,,fr-FR,"Uploaded files backed up","Fichiers téléversés sauvegardés",0,0,"Fichiers téléversés sauvegardés"
import_export,field.uploads_backed_up.help,,fr-FR,"Confirm that the upload directory has been copied separately before downloading the JSON snapshot.","Confirmez que le répertoire des téléversements a été copié séparément avant de télécharger l’instantané JSON.",0,0,"Confirmez que le répertoire des téléversements a été copié séparément avant de télécharger l’instantané JSON."
import_export,field.site_snapshot_file.label,,fr-FR,"Site snapshot JSON","JSON d’instantané du site",0,0,"JSON d’instantané du site"
import_export,field.site_snapshot_file.help,,fr-FR,"Upload a JSON snapshot exported from the same Radaptor schema. Copy the upload directory before applying the import.","Téléversez un instantané JSON exporté depuis le même schéma Radaptor. Copiez le répertoire des téléversements avant d’appliquer l’import.",0,0,"Téléversez un instantané JSON exporté depuis le même schéma Radaptor. Copiez le répertoire des téléversements avant d’appliquer l’import."
import_export,field.replace_confirmed.label,,fr-FR,"Replace current site data","Remplacer les données actuelles du site",0,0,"Remplacer les données actuelles du site"
import_export,field.replace_confirmed.help,,fr-FR,"Required for the real import. The restore replaces the snapshot-managed database tables.","Requis pour l’import réel. La restauration remplace les tables de base de données gérées par l’instantané.",0,0,"Requis pour l’import réel. La restauration remplace les tables de base de données gérées par l’instantané."
import_export,site_snapshot.export.title,,fr-FR,"Export JSON snapshot","Exporter l’instantané JSON",0,0,"Exporter l’instantané JSON"
import_export,site_snapshot.import.title,,fr-FR,"Import JSON snapshot","Importer l’instantané JSON",0,0,"Importer l’instantané JSON"
import_export,site_snapshot.action.export,,fr-FR,"Export JSON","Exporter JSON",0,0,"Exporter JSON"
import_export,confirm.site_snapshot_replace,,fr-FR,"This import will replace the current site database content with the uploaded snapshot. Continue?","Cet import remplacera le contenu actuel de la base du site par l’instantané téléversé. Continuer ?",0,0,"Cet import remplacera le contenu actuel de la base du site par l’instantané téléversé. Continuer ?"
import_export,field.allow_environment_mismatch.label,,fr-FR,"Allow environment mismatch","Autoriser une différence d’environnement",0,0,"Autoriser une différence d’environnement"
import_export,field.allow_environment_mismatch.help,,fr-FR,"Required only when importing a snapshot into a different environment. Leave disabled for normal restores.","Requis uniquement lors de l’import d’un instantané dans un autre environnement. Laissez désactivé pour les restaurations normales.",0,0,"Requis uniquement lors de l’import d’un instantané dans un autre environnement. Laissez désactivé pour les restaurations normales."
import_export,error.source_cutover_required,,fr-FR,"Source site cutover lock was not active before site migration export.","Le verrou de bascule du site source n'était pas actif avant l'export de migration du site.",0,0,"Le verrou de bascule du site source n'était pas actif avant l'export de migration du site."
import_export,warning.allow_source_match_missing,,fr-FR,"CSV is missing allow_source_match; existing eligible source-match flags may be preserved, but non-matching rows are normalized to 0.","CSV is missing allow_source_match; existing eligible source-match flags may be preserved, but non-matching rows are normalized to 0.",0,1,"CSV is missing allow_source_match; existing eligible source-match flags may be preserved, but non-matching rows are normalized to 0."
